,location,total_sqft,bath,price,bhk
5641,Malleshpalya,1430.0,2.0,69.5,3
5642,Malleshpalya,1421.0,2.0,90.0,2
5643,Malleshpalya,1245.0,2.0,55.0,2
5644,Malleshpalya,1200.0,2.0,46.0,2
5645,Malleshpalya,1225.0,2.0,52.0,2
5646,Malleshwaram,1100.0,2.0,75.0,2
5647,Malleshwaram,705.0,1.0,67.0,1
5648,Malleshwaram,12000.0,7.0,2200.0,7
5649,Malleshwaram,2500.0,5.0,325.0,4
5650,Malleshwaram,2006.0,3.0,297.0,3
5651,Malleshwaram,686.0,1.0,62.5,1
5652,Malleshwaram,2475.0,4.0,332.0,3
5653,Malleshwaram,2610.0,3.0,399.0,3
5654,Malleshwaram,2475.0,4.0,320.0,3
5655,Malleshwaram,900.0,2.0,95.0,2
5656,Malleshwaram,1420.0,2.0,158.0,2
5657,Malleshwaram,2000.0,3.0,250.0,3
5658,Malleshwaram,1124.0,3.0,80.0,2
5659,Malleshwaram,2215.0,3.0,275.0,3
5660,Malleshwaram,1600.0,3.0,160.0,3
5661,Malleshwaram,2475.0,4.0,300.0,3
5662,Malleshwaram,2345.0,2.0,293.0,3
5664,Malleshwaram,2215.0,4.0,310.0,3
5665,Malleshwaram,2425.0,7.0,140.0,7
5666,Malleshwaram,480.0,1.0,60.0,1
5667,Malleshwaram,1290.0,2.0,120.0,2
5668,Malleshwaram,2475.0,4.0,326.0,3
5670,Malleshwaram,2476.0,3.0,337.0,3
5671,Malleshwaram,900.0,2.0,90.0,2
5673,Malleshwaram,2050.0,4.0,270.0,3
5674,Malleshwaram,6500.0,4.0,1400.0,4
5675,Malleshwaram,900.0,2.0,72.0,2
5676,Malleshwaram,620.0,1.0,86.8,1
5677,Malleshwaram,600.0,1.0,68.0,2
5678,Malleshwaram,2475.0,4.0,337.0,3
5679,Malleshwaram,2215.0,3.0,275.0,3
5680,Malleshwaram,2215.0,3.0,330.0,3
5682,Malleshwaram,1020.0,2.0,80.0,2
5683,Malleshwaram,600.0,1.0,90.0,2
5684,Malleshwaram,2200.0,3.0,275.0,3
5685,Malleshwaram,2475.0,4.0,326.0,3
5686,Malleshwaram,1500.0,2.0,140.0,2
5687,Malleshwaram,2475.0,4.0,340.0,3
5688,Malleshwaram,1400.0,2.0,190.0,2
5689,Malleshwaram,2475.0,4.0,300.0,3
5690,Malleshwaram,2400.0,3.0,380.0,3
5691,Malleshwaram,580.0,1.0,45.0,1
5692,Malleshwaram,1410.0,2.0,125.0,2
5695,Marathahalli,1220.0,2.0,57.0,2
5696,Marathahalli,1200.0,2.0,52.0,2
5697,Marathahalli,1200.0,2.0,60.0,2
5698,Marathahalli,1933.0,3.0,140.0,3
5699,Marathahalli,950.0,2.0,46.96,2
5700,Marathahalli,1230.0,2.0,80.0,2
5701,Marathahalli,3800.0,4.0,250.0,4
5702,Marathahalli,1019.0,2.0,49.85,2
5703,Marathahalli,1215.0,2.0,67.0,2
5704,Marathahalli,2181.0,3.0,152.0,4
5706,Marathahalli,1170.0,2.0,53.0,2
5707,Marathahalli,1019.0,2.0,49.86,2
5708,Marathahalli,1325.0,2.0,71.55,2
5709,Marathahalli,1220.0,2.0,56.5,2
5711,Marathahalli,1937.0,3.0,160.0,3
5712,Marathahalli,1152.0,2.0,56.0,2
5713,Marathahalli,1610.0,3.0,90.0,3
5714,Marathahalli,1146.0,2.0,70.0,2
5716,Marathahalli,1469.0,3.0,89.0,3
5722,Marathahalli,2519.0,5.0,185.0,4
5724,Marathahalli,957.0,2.0,46.9,2
5725,Marathahalli,1583.0,3.0,105.0,3
5726,Marathahalli,2524.0,5.0,190.0,4
5730,Marathahalli,1071.0,2.0,52.25,2
5731,Marathahalli,1215.0,2.0,58.86,2
5732,Marathahalli,1102.0,2.0,53.67,2
5733,Marathahalli,1900.0,3.0,123.0,3
5734,Marathahalli,1045.0,2.0,60.0,2
5736,Marathahalli,1215.0,2.0,58.86,2
5737,Marathahalli,1365.0,2.0,73.0,2
5742,Marathahalli,1208.0,2.0,70.0,2
5743,Marathahalli,1730.0,3.0,139.0,3
5744,Marathahalli,1325.0,1.0,92.0,2
5745,Marathahalli,1525.0,3.0,90.0,3
5746,Marathahalli,1937.0,3.0,140.0,3
5747,Marathahalli,1550.0,3.0,83.0,3
5748,Marathahalli,1350.0,2.0,86.0,2
5749,Marathahalli,957.0,2.0,47.0,2
5751,Marathahalli,1230.0,2.0,57.0,2
5752,Marathahalli,1200.0,2.0,58.0,2
5754,Marathahalli,607.0,1.0,35.0,1
5755,Marathahalli,1583.0,3.0,109.0,3
5756,Marathahalli,2500.0,3.0,200.0,5
5757,Marathahalli,1075.0,2.0,52.43,2
5758,Marathahalli,1360.0,2.0,103.0,2
5759,Marathahalli,1220.0,2.0,58.5,2
5760,Marathahalli,950.0,2.0,45.68,2
5761,Marathahalli,615.0,1.0,44.0,1
5762,Marathahalli,1595.0,3.0,90.0,3
5763,Marathahalli,1350.0,2.0,89.0,2
5764,Marathahalli,1020.0,2.0,57.0,2
5766,Marathahalli,1600.0,3.0,88.0,2
5767,Marathahalli,780.0,1.0,55.0,1
5768,Marathahalli,1710.0,3.0,100.0,3
5770,Marathahalli,1358.0,2.0,81.0,2
5771,Marathahalli,1290.0,2.0,52.0,2
5772,Marathahalli,1205.0,2.0,75.0,2
5773,Marathahalli,1730.0,3.0,110.0,3
5774,Marathahalli,1583.0,3.0,115.0,3
5776,Marathahalli,1200.0,2.0,67.0,2
5777,Marathahalli,1095.0,2.0,60.0,2
5778,Marathahalli,1060.0,2.0,48.0,2
5779,Marathahalli,1050.0,2.0,65.0,2
5780,Marathahalli,1102.0,2.0,53.67,2
5781,Marathahalli,1026.0,2.0,49.95,2
5784,Marathahalli,1220.0,2.0,59.0,2
5785,Marathahalli,881.0,2.0,48.06,2
5787,Marathahalli,1710.0,3.0,100.0,3
5788,Marathahalli,1152.0,2.0,90.0,2
5789,Marathahalli,1680.0,3.0,105.0,3
5790,Marathahalli,1910.0,3.0,119.0,3
5792,Marathahalli,1602.0,2.0,104.0,2
5793,Marathahalli,700.0,1.0,38.0,1
5794,Marathahalli,1469.0,3.0,89.0,3
5796,Marathahalli,1690.0,3.0,116.0,3
5797,Marathahalli,1065.0,2.0,55.0,2
5798,Marathahalli,1693.0,3.0,125.0,3
5799,Marathahalli,1693.0,3.0,125.0,3
5800,Marathahalli,1196.0,2.0,57.9,2
5801,Marathahalli,1595.0,3.0,88.0,3
5802,Marathahalli,2122.0,3.0,125.0,3
5803,Marathahalli,1730.0,3.0,115.0,3
5805,Marathahalli,1314.0,2.0,55.0,2
5807,Marathahalli,1125.0,2.0,55.0,2
5808,Marathahalli,1950.0,3.0,115.0,3
5809,Marathahalli,1250.0,2.0,68.0,2
5810,Marathahalli,1125.0,2.0,56.8,2
5811,Marathahalli,1350.0,2.0,90.0,2
5812,Marathahalli,1200.0,2.0,53.0,2
5813,Marathahalli,2500.0,5.0,175.0,4
5814,Marathahalli,957.0,2.0,47.0,2
5817,Marathahalli,1350.0,2.0,60.0,2
5818,Marathahalli,3400.0,4.0,235.0,4
5819,Marathahalli,1350.0,2.0,99.0,2
5821,Marathahalli,1285.0,2.0,55.0,2
5822,Marathahalli,2500.0,5.0,181.0,4
5823,Marathahalli,3800.0,4.0,235.0,4
5824,Marathahalli,3951.0,4.0,230.0,4
5825,Marathahalli,1125.0,2.0,54.8,2
5826,Marathahalli,1700.0,3.0,126.0,3
5828,Marathahalli,1270.0,2.0,73.0,2
5830,Marathahalli,950.0,2.0,46.7,2
5831,Marathahalli,1550.0,3.0,85.0,3
5832,Marathahalli,1019.0,2.0,49.86,2
5833,Marathahalli,1144.0,2.0,65.0,2
5834,Marathahalli,1240.0,2.0,55.0,2
5835,Marathahalli,1100.0,2.0,75.0,1
5836,Marathahalli,1710.0,3.0,135.0,3
5837,Marathahalli,1156.0,2.0,52.0,2
5838,Marathahalli,2524.0,5.0,180.0,4
5839,Marathahalli,1135.0,2.0,60.0,2
5840,Marathahalli,1839.0,3.0,130.0,3
5841,Marathahalli,1170.0,2.0,85.0,2
5842,Marathahalli,1102.0,2.0,53.67,2
5843,Marathahalli,1108.0,2.0,60.0,3
5844,Marathahalli,1449.0,3.0,110.0,3
5845,Marathahalli,1360.0,2.0,101.0,2
5846,Marathahalli,1026.0,2.0,50.18,2
5849,Marathahalli,1270.0,2.0,80.0,2
5850,Marathahalli,1100.0,2.0,50.0,2
5851,Marathahalli,1196.0,2.0,57.95,2
5853,Marathahalli,1485.0,2.0,90.0,3
5854,Marathahalli,1146.0,2.0,69.0,2
5855,Margondanahalli,1090.0,2.0,58.0,2
5856,Margondanahalli,1200.0,2.0,58.5,2
5857,Margondanahalli,1200.0,2.0,67.0,2
5859,Margondanahalli,1200.0,1.0,53.0,2
5860,Margondanahalli,1000.0,2.0,57.0,2
5862,Margondanahalli,600.0,2.0,35.0,2
5863,Margondanahalli,1200.0,2.0,69.0,2
5864,Margondanahalli,900.0,2.0,49.0,2
5865,Margondanahalli,1140.0,2.0,60.0,2
5866,Margondanahalli,900.0,2.0,55.0,2
5867,Margondanahalli,1100.0,2.0,55.0,2
5868,Margondanahalli,900.0,2.0,55.0,2
5869,Margondanahalli,1152.0,1.0,66.0,2
5871,Margondanahalli,1200.0,2.0,65.0,2
5872,Margondanahalli,1050.0,2.0,58.0,2
5873,Margondanahalli,1160.0,2.0,65.0,2
5874,Margondanahalli,1334.0,2.0,67.76,2
5875,Marsur,1000.0,4.0,66.0,3
5876,Marsur,1800.0,4.0,145.0,4
5877,Marsur,1200.0,3.0,90.0,3
5878,Marsur,1200.0,3.0,120.0,3
5879,Mico Layout,5000.0,9.0,210.0,9
5880,Mico Layout,1550.0,2.0,65.0,3
5881,Mico Layout,1125.0,2.0,40.0,2
5882,Mico Layout,1190.0,2.0,39.25,2
5883,Mico Layout,800.0,1.0,29.5,1
5884,Mico Layout,1250.0,2.0,44.0,3
5885,Mico Layout,1171.0,2.0,39.0,2
5886,Mico Layout,1200.0,2.0,53.5,2
5887,Mico Layout,1670.0,3.0,59.0,3
5888,Mico Layout,1140.0,2.0,43.0,2
5889,Munnekollal,1170.0,2.0,52.0,2
5890,Munnekollal,1102.0,2.0,53.67,2
5891,Munnekollal,1390.0,3.0,68.0,3
5892,Munnekollal,1200.0,2.0,49.5,2
5893,Munnekollal,950.0,2.0,46.5,2
5894,Munnekollal,1560.0,3.0,75.0,3
5895,Munnekollal,1210.0,2.0,75.0,2
5896,Munnekollal,1750.0,3.0,86.5,3
5897,Munnekollal,1385.0,2.0,66.5,3
5898,Munnekollal,1080.0,2.0,45.0,2
5899,Munnekollal,1170.0,2.0,59.0,2
5901,Munnekollal,1200.0,2.0,40.0,2
5903,Munnekollal,1200.0,2.0,57.9,3
5904,Munnekollal,1030.0,2.0,50.36,2
5905,Murugeshpalya,1296.0,2.0,81.0,2
5906,Murugeshpalya,1550.0,3.0,74.0,3
5907,Murugeshpalya,1845.0,3.0,91.0,3
5908,Murugeshpalya,2135.0,3.0,160.0,3
5909,Murugeshpalya,1185.0,2.0,85.0,2
5910,Murugeshpalya,1225.0,2.0,48.0,2
5911,Murugeshpalya,1930.0,3.0,75.0,3
5912,Murugeshpalya,1600.0,2.0,65.0,3
5913,Murugeshpalya,1344.0,2.0,56.0,3
5914,Murugeshpalya,1500.0,2.0,70.0,3
5915,Murugeshpalya,1855.0,3.0,96.0,3
5916,Murugeshpalya,1175.0,2.0,75.0,2
5917,Mysore Road,1175.0,2.0,73.5,2
5918,Mysore Road,1710.0,4.0,91.31,3
5919,Mysore Road,1020.0,2.0,48.95,2
5920,Mysore Road,1200.0,2.0,85.0,2
5921,Mysore Road,1175.0,2.0,73.5,2
5922,Mysore Road,1070.0,2.0,45.0,2
5923,Mysore Road,1239.0,2.0,53.0,2
5924,Mysore Road,1060.0,2.0,62.0,2
5925,Mysore Road,980.0,2.0,45.47,2
5926,Mysore Road,883.0,2.0,40.0,2
5927,Mysore Road,1525.0,3.0,96.0,3
5928,Mysore Road,1200.0,2.0,65.0,2
5929,Mysore Road,1005.0,2.0,35.175,2
5933,Mysore Road,1512.0,2.0,110.0,3
5934,Mysore Road,1560.0,3.0,115.0,3
5935,Mysore Road,883.0,2.0,40.95,2
5936,Mysore Road,1070.0,2.0,49.65,2
5937,Mysore Road,900.0,2.0,65.0,2
5939,Mysore Road,883.0,2.0,50.0,2
5940,Mysore Road,1155.0,2.0,51.0,2
5941,Mysore Road,1003.0,2.0,43.0,2
5942,Mysore Road,1237.0,2.0,73.0,2
5943,Mysore Road,883.0,2.0,45.0,2
5944,Mysore Road,1170.0,2.0,65.0,2
5945,Mysore Road,1029.5,2.0,50.855,2
5946,Mysore Road,940.0,2.0,43.61,2
5948,Mysore Road,1020.0,2.0,48.95,2
5949,Mysore Road,1568.0,2.0,100.0,3
5952,Mysore Road,1560.0,2.0,83.3,3
5953,Mysore Road,500.0,1.0,17.5,1
5954,Mysore Road,1175.0,2.0,70.5,2
5955,Mysore Road,1080.0,2.0,60.0,3
5957,Mysore Road,883.0,2.0,37.0,2
5958,Mysore Road,1175.0,2.0,86.68,2
5960,NGR Layout,1020.0,2.0,45.9,2
5961,NGR Layout,1020.0,2.0,48.45,2
5962,NGR Layout,1105.0,2.0,52.48,2
5963,NGR Layout,1105.0,2.0,49.73,2
5964,NGR Layout,1022.0,2.0,45.9,2
5965,NGR Layout,1020.0,2.0,48.45,2
5966,NGR Layout,1020.0,2.0,45.0,2
5967,NGR Layout,1019.0,2.0,45.9,2
5968,NGR Layout,1020.0,2.0,46.0,2
5969,NGR Layout,1020.0,2.0,48.45,2
5970,NGR Layout,1020.0,2.0,48.45,2
5971,NGR Layout,1021.0,2.0,46.0,2
5972,NGR Layout,1021.0,2.0,45.9,2
5973,NRI Layout,1565.0,2.0,75.0,3
5974,NRI Layout,2500.0,5.0,130.0,5
5975,NRI Layout,1060.0,2.0,35.0,2
5976,NRI Layout,1125.0,2.0,45.56,2
5977,NRI Layout,2150.0,4.0,115.0,4
5978,NRI Layout,1200.0,4.0,95.0,4
5979,NRI Layout,1250.0,2.0,75.0,2
5980,NRI Layout,1789.0,3.0,75.0,3
5981,NRI Layout,1731.0,3.0,64.11,3
5982,NRI Layout,2400.0,2.0,125.0,2
5983,NRI Layout,2700.0,5.0,95.75,4
5985,Nagarbhavi,1350.0,3.0,150.0,3
5986,Nagarbhavi,1200.0,2.0,150.0,2
5988,Nagarbhavi,2400.0,3.0,160.0,3
5989,Nagarbhavi,884.0,2.0,36.0,1
5990,Nagarbhavi,1055.0,2.0,55.0,2
5992,Nagarbhavi,1223.0,2.0,60.0,2
5993,Nagarbhavi,956.0,2.0,49.0,2
5995,Nagarbhavi,1200.0,2.0,150.0,2
5998,Nagarbhavi,1145.0,2.0,40.0,2
5999,Nagarbhavi,300.0,1.0,20.0,1
6000,Nagarbhavi,1250.0,3.0,175.0,4
6001,Nagarbhavi,710.0,2.0,40.0,1
6003,Nagarbhavi,1212.0,2.0,50.0,2
6004,Nagarbhavi,1020.0,2.0,55.0,2
6006,Nagarbhavi,1120.0,2.0,53.0,2
6008,Nagarbhavi,1146.0,2.0,50.0,2
6010,Nagarbhavi,1190.0,2.0,63.0,2
6012,Nagarbhavi,1050.0,2.0,80.0,2
6013,Nagarbhavi,2500.0,3.0,180.0,5
6014,Nagarbhavi,1200.0,4.0,205.0,3
6015,Nagarbhavi,1050.0,3.0,175.0,3
6016,Nagarbhavi,1200.0,4.0,210.0,4
6018,Nagarbhavi,1250.0,3.0,170.0,2
6020,Nagarbhavi,1400.0,2.0,135.0,3
6022,Nagarbhavi,1100.0,2.0,46.2,2
6023,Nagarbhavi,1080.0,2.0,49.0,2
6024,Nagarbhavi,1800.0,3.0,180.0,4
6025,Nagarbhavi,1225.0,2.0,58.0,2
6026,Nagasandra,980.0,2.0,48.0,2
6027,Nagasandra,1470.0,2.0,110.0,3
6028,Nagasandra,1310.0,3.0,95.0,4
6029,Nagasandra,2400.0,4.0,145.0,4
6030,Nagasandra,7000.0,8.0,450.0,4
6031,Nagasandra,1650.0,3.0,95.0,3
6032,Nagasandra,1500.0,2.0,91.0,2
6033,Nagasandra,4000.0,8.0,160.0,8
6034,Nagavara,400.0,1.0,14.0,1
6035,Nagavara,2172.65,3.0,120.0,4
6036,Nagavara,2200.0,2.0,55.0,2
6038,Nagavara,2319.0,3.0,180.0,3
6039,Nagavara,2430.0,4.0,180.0,3
6040,Nagavara,936.0,2.0,40.2,2
6041,Nagavara,1125.0,2.0,44.5,2
6042,Nagavara,2400.0,3.0,251.0,3
6043,Nagavara,1315.0,2.0,70.0,2
6044,Nagavara,1077.0,2.0,50.0,2
6045,Nagavara,2496.0,4.0,125.0,4
6046,Nagavara,1110.0,2.0,44.95,2
6047,Nagavara,2400.0,3.0,252.0,3
6048,Nagavara,1247.0,2.0,58.56,2
6049,Nagavarapalya,1392.0,2.0,99.0,2
6050,Nagavarapalya,1392.0,2.0,130.0,2
6051,Nagavarapalya,705.0,1.0,52.5,1
6053,Nagavarapalya,705.0,1.0,57.0,1
6054,Nagavarapalya,705.0,1.0,55.0,1
6055,Nagavarapalya,705.0,1.0,57.0,1
6056,Nagavarapalya,907.0,2.0,38.0,2
6057,Nagavarapalya,1392.0,2.0,130.0,2
6058,Nagavarapalya,1335.0,2.0,110.0,2
6059,Nagavarapalya,1788.0,3.0,164.0,3
6060,Nagavarapalya,1134.0,2.0,55.0,2
6061,Nagavarapalya,1260.0,2.0,85.5,2
6062,Narayanapura,1308.0,2.0,89.04,2
6063,Narayanapura,1566.0,3.0,83.3,3
6064,Narayanapura,1308.0,2.0,92.66,2
6065,Narayanapura,1485.0,3.0,85.0,3
6066,Narayanapura,1302.0,2.0,69.1,2
6067,Narayanapura,1308.0,2.0,89.04,2
6068,Narayanapura,2357.0,3.0,135.0,3
6069,Narayanapura,2357.0,3.0,135.0,3
6070,Narayanapura,1469.0,2.0,99.14,2
6071,Neeladri Nagar,1053.0,2.0,45.0,2
6072,Neeladri Nagar,1363.0,2.0,68.0,2
6073,Neeladri Nagar,2556.0,3.0,133.0,3
6074,Neeladri Nagar,674.0,1.0,21.0,1
6075,Neeladri Nagar,527.0,1.0,26.0,1
6076,Neeladri Nagar,1167.0,2.0,38.0,3
6077,Neeladri Nagar,1060.0,2.0,35.0,2
6078,Neeladri Nagar,640.0,1.0,20.5,1
6079,Neeladri Nagar,4000.0,12.0,160.0,10
6080,Neeladri Nagar,1105.0,2.0,30.0,2
6081,Neeladri Nagar,1100.0,2.0,30.0,2
6082,Neeladri Nagar,2111.0,3.0,103.0,3
6083,Nehru Nagar,961.0,2.0,38.0,2
6084,Nehru Nagar,1775.0,3.0,110.0,3
6085,Nehru Nagar,2363.0,5.0,120.0,4
6086,Nehru Nagar,2342.0,3.0,115.0,4
6087,Nehru Nagar,967.0,2.0,41.1,2
6088,Nehru Nagar,1374.0,3.0,72.0,3
6089,Nehru Nagar,1674.0,3.0,90.0,3
6090,Nehru Nagar,1269.0,2.0,63.0,3
6091,Nehru Nagar,1100.0,2.0,50.0,2
6092,Nehru Nagar,1674.0,3.0,81.0,3
6093,OMBR Layout,2420.0,3.0,185.0,3
6094,OMBR Layout,1078.0,2.0,65.0,2
6095,OMBR Layout,1101.0,2.0,65.5,2
6096,OMBR Layout,1041.0,2.0,65.5,2
6097,OMBR Layout,1300.0,2.0,80.0,2
6098,OMBR Layout,2400.0,5.0,275.0,5
6099,OMBR Layout,1085.0,2.0,64.0,2
6100,OMBR Layout,1855.0,3.0,145.0,3
6101,OMBR Layout,1050.0,2.0,48.0,2
6103,OMBR Layout,1165.0,2.0,88.5,2
6104,OMBR Layout,1101.0,2.0,66.0,2
6105,OMBR Layout,3400.0,4.0,275.0,4
6107,Old Airport Road,2732.0,4.0,204.0,4
6109,Old Airport Road,3356.0,4.0,251.0,4
6110,Old Airport Road,1206.0,2.0,75.0,2
6111,Old Airport Road,2774.0,4.0,207.0,4
6112,Old Airport Road,2690.0,4.0,191.0,4
6113,Old Airport Road,2690.0,4.0,199.0,4
6114,Old Airport Road,1655.0,2.0,97.65,2
6115,Old Airport Road,1075.0,2.0,60.0,2
6116,Old Airport Road,1858.0,2.0,167.0,3
6117,Old Airport Road,1150.0,2.0,90.0,2
6118,Old Airport Road,2690.0,4.0,191.0,4
6119,Old Airport Road,2658.0,5.0,187.0,4
6120,Old Airport Road,946.0,2.0,58.0,2
6121,Old Airport Road,2774.0,4.0,208.0,4
6122,Old Airport Road,2774.0,4.0,208.0,4
6123,Old Airport Road,3200.0,4.0,280.0,4
6124,Old Airport Road,2690.0,4.0,201.0,4
6125,Old Airport Road,1050.0,2.0,50.0,2
6126,Old Airport Road,1145.0,2.0,75.0,2
6127,Old Airport Road,2732.0,4.0,194.0,4
6128,Old Airport Road,2658.0,5.0,189.0,4
6129,Old Airport Road,2774.0,4.0,197.0,4
6130,Old Airport Road,2392.0,3.0,249.0,3
6131,Old Airport Road,3496.0,4.0,262.0,4
6132,Old Airport Road,2774.0,4.0,197.0,4
6133,Old Airport Road,2732.0,4.0,204.0,4
6134,Old Airport Road,1798.0,3.0,150.0,3
6135,Old Airport Road,2774.0,4.0,208.0,4
6136,Old Airport Road,1184.0,2.0,78.0,2
6137,Old Airport Road,3504.0,4.0,262.0,4
6138,Old Airport Road,1055.0,2.0,75.0,2
6139,Old Madras Road,1425.0,2.0,94.0,3
6140,Old Madras Road,4500.0,7.0,337.0,5
6142,Old Madras Road,935.0,2.0,32.72,2
6143,Old Madras Road,3715.0,6.0,224.5,4
6146,Old Madras Road,935.0,2.0,45.0,2
6148,Old Madras Road,1720.0,3.0,100.0,3
6149,Old Madras Road,1200.0,2.0,72.0,2
6150,Old Madras Road,1225.0,2.0,53.55,2
6151,Old Madras Road,1100.0,2.0,70.0,2
6152,Old Madras Road,2760.0,5.0,157.0,3
6153,Old Madras Road,1171.0,2.0,75.0,2
6154,Old Madras Road,935.0,2.0,45.0,2
6155,Old Madras Road,4500.0,7.0,294.0,5
6156,Old Madras Road,2266.0,3.0,169.0,3
6157,Old Madras Road,2640.0,5.0,142.0,3
6158,Old Madras Road,1065.0,2.0,47.86,2
6159,Old Madras Road,1160.0,2.0,42.0,2
6160,Old Madras Road,2010.0,3.0,125.0,4
6161,Old Madras Road,2010.0,3.0,115.0,4
6162,Old Madras Road,1480.0,2.0,84.0,3
6163,Old Madras Road,2990.0,5.0,210.0,3
6164,Old Madras Road,1210.0,2.0,74.0,2
6166,Old Madras Road,1171.0,2.0,72.0,2
6168,Old Madras Road,1480.0,3.0,95.0,3
6171,Old Madras Road,1210.0,2.0,80.0,2
6172,Old Madras Road,1859.0,3.0,121.0,3
6173,Old Madras Road,2990.0,5.0,173.0,3
6174,Old Madras Road,1300.0,2.0,100.0,2
6175,Old Madras Road,1299.0,2.0,95.0,2
6176,Old Madras Road,4000.0,4.0,225.0,4
6178,Old Madras Road,2300.0,3.0,142.0,3
6179,Old Madras Road,1157.0,2.0,47.32,2
6180,Old Madras Road,3630.0,6.0,207.0,4
6181,Old Madras Road,1210.0,2.0,80.0,2
6182,Old Madras Road,1210.0,2.0,77.0,2
6183,Old Madras Road,2430.0,5.0,180.0,3
6184,Old Madras Road,1165.0,2.0,40.77,2
6185,Old Madras Road,1300.0,2.0,100.0,2
6186,Old Madras Road,5020.0,7.0,287.0,5
6188,Old Madras Road,3715.0,6.0,212.5,4
6189,Old Madras Road,1330.0,2.0,74.0,2
6190,Old Madras Road,1720.0,3.0,106.0,3
6191,Old Madras Road,1157.0,2.0,47.32,2
6192,Old Madras Road,2640.0,5.0,150.0,3
6193,Old Madras Road,2990.0,3.0,170.0,3
6195,Old Madras Road,935.0,2.0,37.77,2
6196,Old Madras Road,1171.0,2.0,73.0,2
6197,Old Madras Road,1630.0,3.0,110.0,3
6198,Old Madras Road,1165.0,2.0,52.0,2
6199,Old Madras Road,2640.0,2.0,170.0,2
6200,Old Madras Road,1165.0,2.0,51.42,2
6201,Old Madras Road,935.0,2.0,32.72,2
6202,Old Madras Road,1211.0,2.0,45.0,2
6203,Padmanabhanagar,1736.0,6.0,190.0,4
6204,Padmanabhanagar,1020.0,2.0,63.0,2
6205,Padmanabhanagar,1176.0,2.0,62.0,2
6206,Padmanabhanagar,1258.0,2.0,115.0,2
6208,Padmanabhanagar,1100.0,2.0,65.0,2
6209,Padmanabhanagar,3400.0,3.0,210.0,4
6213,Padmanabhanagar,4500.0,4.0,360.0,3
6214,Padmanabhanagar,1200.0,2.0,60.0,2
6216,Padmanabhanagar,1000.0,1.0,90.0,2
6217,Padmanabhanagar,1067.0,2.0,52.0,2
6219,Padmanabhanagar,1150.0,2.0,45.0,2
6222,Padmanabhanagar,1100.0,2.0,60.0,2
6223,Padmanabhanagar,2051.0,3.0,180.0,3
6224,Padmanabhanagar,2051.0,3.0,170.0,3
6225,Padmanabhanagar,1150.0,2.0,50.0,2
6226,Padmanabhanagar,4689.0,4.0,488.0,4
6227,Pai Layout,1006.0,2.0,35.0,2
6228,Pai Layout,1550.0,2.0,90.0,3
6229,Pai Layout,1050.0,2.0,40.0,2
6230,Pai Layout,1400.0,2.0,67.0,3
6231,Pai Layout,1100.0,2.0,50.0,2
6232,Pai Layout,1255.0,2.0,80.0,2
6233,Pai Layout,1075.0,2.0,35.0,2
6234,Pai Layout,1400.0,2.0,57.5,2
6235,Pai Layout,1175.0,2.0,60.0,2
6236,Pai Layout,810.0,2.0,34.5,2
6237,Pai Layout,1000.0,2.0,34.0,2
6238,Pai Layout,1000.0,2.0,42.0,2
6239,Pai Layout,3800.0,6.0,175.0,6
6240,Pai Layout,1068.0,2.0,48.0,2
6241,Pai Layout,1510.0,2.0,65.0,3
6244,Panathur,1359.0,2.0,87.0,2
6245,Panathur,1438.0,2.0,100.0,2
6246,Panathur,1688.0,3.0,118.0,3
6248,Panathur,1198.0,2.0,77.0,2
6249,Panathur,1180.0,2.0,70.0,2
6250,Panathur,1193.0,2.0,86.0,2
6251,Panathur,1546.0,3.0,99.0,3
6252,Panathur,1195.0,2.0,84.0,2
6255,Panathur,1000.0,2.0,65.3,2
6257,Panathur,1109.0,2.0,63.0,2
6258,Panathur,1000.0,2.0,68.0,2
6259,Panathur,1199.0,2.0,85.0,2
6260,Panathur,1255.0,2.0,79.0,2
6261,Panathur,1205.0,2.0,62.9,2
6262,Panathur,1210.0,2.0,85.0,2
6263,Panathur,1198.0,2.0,82.0,2
6264,Panathur,1199.0,2.0,86.0,2
6265,Panathur,1235.0,2.0,65.0,2
6267,Panathur,1198.0,2.0,86.26,2
6268,Panathur,1210.0,2.0,80.0,2
6269,Panathur,1199.0,2.0,85.0,2
6270,Panathur,1140.0,2.0,51.2,2
6271,Panathur,1210.0,2.0,77.0,2
6272,Panathur,1199.0,2.0,85.0,2
6273,Panathur,661.0,1.0,40.0,1
6274,Panathur,1713.0,3.0,120.0,3
6275,Panathur,1210.0,2.0,78.0,2
6277,Panathur,1050.0,2.0,60.0,2
6278,Panathur,1398.0,2.0,97.0,2
6279,Panathur,1065.0,2.0,58.0,2
6280,Panathur,1007.0,2.0,64.0,2
6281,Panathur,1210.0,2.0,77.93,2
6282,Panathur,1230.0,2.0,80.0,2
6283,Panathur,980.0,2.0,57.0,2
6284,Panathur,1075.0,2.0,60.0,2
6285,Panathur,1210.0,2.0,69.0,2
6286,Panathur,1343.0,2.0,76.0,2
6287,Parappana Agrahara,1194.0,2.0,47.0,2
6288,Parappana Agrahara,1194.0,2.0,47.0,2
6289,Parappana Agrahara,1194.0,2.0,46.0,2
6290,Parappana Agrahara,1194.0,2.0,47.0,2
6291,Parappana Agrahara,1194.0,2.0,46.0,2
6292,Parappana Agrahara,1194.0,2.0,47.0,2
